intensity/q,density/k,velocity/u
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
3.059601462,0.75,4.079468616
6.212005542,1,6.212005542
6.212005524,1,6.212005524
6.21200556,1,6.21200556
6.212005542,1,6.212005542
6.212005542,1,6.212005542
1.448785782,0.62,2.336751261
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
5.135957478,0.93,5.522534923
6.005005506,1,6.005005506
5.956887816,1,5.956887816
5.764417056,1,5.764417056
5.764417056,1,5.764417056
5.764417074,1,5.764417074
1.177312968,0.605,1.945971848
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
2.710714554,0.715,3.791209166
6.40849545,1,6.40849545
5.02556517,1,5.02556517
5.025565188,1,5.025565188
5.02556517,1,5.02556517
5.025565188,1,5.025565188
5.025565152,1,5.025565152
1.25972406,0.63,1.999562
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655022,0.5,0.123310044
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.061655004,0.5,0.123310008
0.066667806,0.575,0.11594401
0.09496017,1,0.09496017
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.09496017,1,0.09496017
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.09496017,1,0.09496017
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.09496017,1,0.09496017
0.094960134,1,0.094960134
3.701095164,1.315,2.814521037
10.38405955,1.5,6.922706364
12.09980997,1.5,8.06653998
3.697099218,1.5,2.464732812
5.643135396,1.265,4.460976598
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.09496017,1,0.09496017
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960152,1,0.094960152
0.094960152,1,0.094960152
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960152,1,0.094960152
0.094960152,1,0.094960152
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960152,1,0.094960152
0.094960152,1,0.094960152
0.094960134,1,0.094960134
0.062509752,1.015,0.061585963
5.442989886,1.5,3.628659924
11.02239061,1.5,7.348260408
6.8612085,1.5,4.574139
0.607166838,1.5,0.404777892
5.887300662,1.5,3.924867108
6.666046452,1.46,4.565785241
0.094960152,1,0.094960152
0.094960134,1,0.094960134
0.094960152,1,0.094960152
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960152,1,0.094960152
0.094960152,1,0.094960152
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960152,1,0.094960152
0.094960134,1,0.094960134
0.094960152,1,0.094960152
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960152,1,0.094960152
0.094960134,1,0.094960134
0.094960152,1,0.094960152
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960152,1,0.094960152
0.094960134,1,0.094960134
0.094960152,1,0.094960152
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960152,1,0.094960152
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960152,1,0.094960152
0.094960134,1,0.094960134
0.094960152,1,0.094960152
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960152,1,0.094960152
0.094960134,1,0.094960134
0.094960152,1,0.094960152
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960152,1,0.094960152
0.094960134,1,0.094960134
0.094960152,1,0.094960152
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960152,1,0.094960152
0.094960152,1,0.094960152
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960152,1,0.094960152
0.094960134,1,0.094960134
0.094960152,1,0.094960152
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960152,1,0.094960152
0.094960134,1,0.094960134
0.094960152,1,0.094960152
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960152,1,0.094960152
0.094960152,1,0.094960152
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960134,1,0.094960134
2.56498929,1.28,2.003897883
4.660359768,1.5,3.106906512
4.660359804,1.5,3.106906536
4.798564938,1.5,3.199043292
4.810582764,1.5,3.207055176
4.086602676,1.5,2.724401784
2.548144998,1.5,1.698763332
2.548144998,1.5,1.698763332
2.548145016,1.5,1.698763344
1.824504336,1.2,1.52042028
0.094960134,1,0.094960134
0.09496017,1,0.09496017
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.09496017,1,0.09496017
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.094960134,1,0.094960134
0.09496017,1,0.09496017
0.046521756,0.605,0.076895464
0.03330513,0.5,0.06661026
0.03330513,0.5,0.06661026
0.03330513,0.5,0.06661026
0.03330513,0.5,0.06661026
0.033305148,0.5,0.066610296
0.03330513,0.5,0.06661026
0.03330513,0.5,0.06661026
0.03330513,0.5,0.06661026
0.03330513,0.5,0.06661026
0.033305148,0.5,0.066610296
0.03330513,0.5,0.06661026
0.03330513,0.5,0.06661026
0.03330513,0.5,0.06661026
0.03330513,0.5,0.06661026
0.033305148,0.5,0.066610296
0.03330513,0.5,0.06661026
0.03330513,0.5,0.06661026
0.03330513,0.5,0.06661026
0.03330513,0.5,0.06661026
0.03330513,0.5,0.06661026
0.033305148,0.5,0.066610296
0.03330513,0.5,0.06661026
0.03330513,0.5,0.06661026
0.03330513,0.5,0.06661026
0.03330513,0.5,0.06661026
0.033305148,0.5,0.066610296
0.03330513,0.5,0.06661026
0.03330513,0.5,0.06661026
0.03330513,0.5,0.06661026
0.03330513,0.5,0.06661026
0.033305148,0.5,0.066610296
0.03330513,0.5,0.06661026
0.03330513,0.5,0.06661026
0.03330513,0.5,0.06661026
0.03330513,0.5,0.06661026
0.03330513,0.5,0.06661026
0.033305148,0.5,0.066610296
0.03330513,0.5,0.06661026
0.03330513,0.5,0.06661026
0.03330513,0.5,0.06661026
0.03330513,0.5,0.06661026
0.039902598,0.58,0.068797583
0.075129264,1,0.075129264
0.075129264,1,0.075129264
0.075129246,1,0.075129246
0.075129264,1,0.075129264
0.075129282,1,0.075129282
0.075129246,1,0.075129246
0.075129264,1,0.075129264
0.106744194,1.445,0.073871415
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500434,1.5,0.073666956
0.11050038,1.5,0.07366692
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500434,1.5,0.073666956
0.110500398,1.5,0.073666932
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500434,1.5,0.073666956
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.11050038,1.5,0.07366692
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500434,1.5,0.073666956
0.110500398,1.5,0.073666932
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500434,1.5,0.073666956
0.110500416,1.5,0.073666944
0.11050038,1.5,0.07366692
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500434,1.5,0.073666956
0.110500398,1.5,0.073666932
0.110500398,1.5,0.073666932
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500434,1.5,0.073666956
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.11050038,1.5,0.07366692
0.110500434,1.5,0.073666956
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
4.242162222,1.995,2.126397104
4.27970151,2,2.139850755
4.27970151,2,2.139850755
4.27970151,2,2.139850755
3.871793952,2,1.935896976
3.7567431,2,1.87837155
10.51669334,1.865,5.638977661
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500434,1.5,0.073666956
0.110500398,1.5,0.073666932
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500434,1.5,0.073666956
0.110500416,1.5,0.073666944
0.11050038,1.5,0.07366692
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500434,1.5,0.073666956
0.110500398,1.5,0.073666932
0.110500398,1.5,0.073666932
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500434,1.5,0.073666956
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.11050038,1.5,0.07366692
0.110500416,1.5,0.073666944
0.110500434,1.5,0.073666956
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500434,1.5,0.073666956
0.11050038,1.5,0.07366692
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500434,1.5,0.073666956
0.110500416,1.5,0.073666944
0.11050038,1.5,0.07366692
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500434,1.5,0.073666956
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500398,1.5,0.073666932
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500434,1.5,0.073666956
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.11050038,1.5,0.07366692
0.110500416,1.5,0.073666944
0.110500434,1.5,0.073666956
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500398,1.5,0.073666932
0.110500434,1.5,0.073666956
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.11050038,1.5,0.07366692
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500434,1.5,0.073666956
0.110500398,1.5,0.073666932
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500434,1.5,0.073666956
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500398,1.5,0.073666932
0.110500434,1.5,0.073666956
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.11050038,1.5,0.07366692
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.11050038,1.5,0.07366692
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
10.00395709,1.7,5.884680642
0.475791102,2,0.237895551
0.475791084,2,0.237895542
8.91846144,2,4.45923072
9.309888666,2,4.654944333
4.12867467,2,2.064337335
3.81709746,1.79,2.132456682
0.110500398,1.5,0.073666932
0.110500434,1.5,0.073666956
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.11050038,1.5,0.07366692
0.110500434,1.5,0.073666956
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
4.355487162,1.95,2.23358316
4.83395751,2,2.416978755
5.21603541,2.03,2.569475571
11.0888503,2.5,4.435540121
11.08885028,2.5,4.435540114
11.08885028,2.5,4.435540114
12.95611519,2.44,5.309883273
6.144392394,2,3.072196197
4.232957778,1.955,2.165195794
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
0.110500398,1.5,0.073666932
0.110500416,1.5,0.073666944
